Manhattan_Steps,Manhattan_Time(s),AStar_Steps,AStar_Time(s),Price_Steps,Price_Time(s)
61,5.54e-03,23,3.66e-02,23,2.25e-02
61,5.50e-03,23,4.95e-02,25,2.76e-02
61,4.20e-03,27,2.03e-01,29,2.32e-01
61,5.90e-03,23,5.09e-02,25,3.63e-02
62,4.39e-03,24,4.46e-02,28,3.86e-02
62,6.38e-03,22,1.81e-02,22,8.07e-03
62,5.84e-03,24,5.53e-02,24,2.14e-02
62,4.95e-03,22,3.80e-02,28,4.38e-02
62,6.01e-03,26,1.20e-01,26,6.42e-02
62,5.06e-03,16,2.20e-03,16,3.10e-03
62,9.29e-03,18,9.36e-03,18,4.33e-03
62,4.79e-03,22,1.69e-02,22,1.44e-02
62,5.99e-03,22,3.85e-02,22,1.66e-02
62,4.99e-03,24,5.20e-02,24,2.48e-02
62,4.61e-03,28,2.83e-01,28,1.41e-01
62,6.17e-03,26,1.32e-01,26,1.26e-01
62,4.26e-03,26,4.40e-02,26,2.84e-02
62,6.49e-03,18,7.11e-03,18,4.01e-03
62,2.77e-03,26,1.65e-01,30,3.43e-01
62,4.94e-03,20,6.62e-03,20,4.05e-03
62,5.05e-03,22,1.76e-02,22,1.52e-02
63,4.81e-03,21,1.22e-02,21,3.41e-02
63,5.54e-03,25,9.56e-02,25,8.23e-02
63,6.17e-03,23,9.29e-02,25,3.89e-02
63,2.16e-03,27,1.59e-01,27,2.28e-01
63,5.65e-03,21,3.98e-02,21,1.41e-02
63,4.46e-03,19,6.73e-03,19,4.20e-03
63,5.39e-03,23,3.94e-02,23,1.39e-01
63,2.29e-03,25,7.89e-02,29,1.71e-01
63,4.30e-03,19,2.29e-03,19,2.03e-03
63,6.07e-03,25,9.90e-02,25,4.30e-02
63,4.26e-03,21,1.30e-02,21,6.12e-03
63,5.18e-03,19,7.98e-03,23,2.02e-02
63,5.83e-03,19,9.60e-03,19,2.86e-02
63,5.06e-03,23,3.36e-02,23,4.60e-02
63,5.00e-03,25,3.51e-02,25,5.15e-02
63,5.00e-03,19,1.43e-03,19,2.02e-03
63,5.24e-03,25,4.43e-02,25,6.72e-02
63,6.14e-03,23,3.39e-02,25,4.68e-02
64,4.26e-03,26,1.00e-01,26,2.97e-02
64,4.66e-03,24,5.78e-02,26,1.03e-01
64,2.84e-03,26,1.20e-01,26,7.95e-02
64,5.57e-03,20,1.44e-02,20,8.96e-03
64,2.47e-03,18,9.58e-04,18,9.67e-04
64,4.74e-03,24,5.42e-02,24,6.67e-02
64,2.98e-03,26,1.34e-01,26,1.46e-01
64,2.23e-03,24,4.36e-02,24,9.58e-02
64,3.08e-03,28,2.79e-01,28,1.52e-01
64,4.64e-03,20,7.37e-03,20,3.14e-03
64,6.09e-03,18,4.95e-03,18,1.67e-03
64,3.21e-03,26,5.46e-02,26,3.28e-01
64,5.79e-03,20,9.39e-03,20,4.01e-03
64,4.91e-03,22,2.79e-02,22,7.93e-02
64,2.94e-03,26,1.41e-01,26,1.09e-01
64,1.46e-02,20,4.90e-03,20,7.50e-03
64,5.84e-03,24,7.48e-02,26,4.01e-02
64,5.87e-03,24,5.98e-02,24,7.37e-02
64,4.72e-03,22,1.58e-02,22,1.79e-02
65,3.09e-03,23,3.26e-02,23,1.13e-02
65,2.51e-03,25,8.38e-02,29,8.88e-02
65,5.76e-03,21,1.97e-02,21,2.08e-02
65,5.60e-03,19,1.76e-02,23,8.06e-03
65,1.91e-03,29,4.32e-01,29,1.98e-01
65,1.50e-02,25,6.86e-02,25,4.29e-02
65,4.56e-03,23,4.10e-02,27,5.39e-02
65,5.00e-03,21,1.11e-02,21,6.05e-03
65,5.00e-03,23,2.39e-02,25,8.98e-02
66,7.12e-03,22,5.15e-02,28,7.41e-02
66,4.81e-03,24,3.62e-02,26,3.74e-02
66,5.81e-03,24,4.30e-02,24,2.57e-02
66,6.30e-03,22,3.60e-02,22,1.00e-02
66,4.35e-03,26,1.02e-01,28,1.40e-01
66,4.93e-03,26,8.92e-02,28,6.83e-02
66,6.01e-03,24,6.22e-02,26,1.94e-02
66,4.63e-03,22,2.35e-02,22,4.83e-02
66,6.44e-03,22,1.64e-02,22,6.80e-03
66,3.10e-03,22,1.28e-02,22,1.75e-02
66,4.38e-03,20,1.80e-02,24,1.70e-02
66,5.45e-03,22,1.98e-02,22,3.72e-02
66,5.11e-03,22,1.00e-02,22,7.35e-03
66,4.94e-03,26,1.44e-01,26,8.13e-02
66,5.86e-03,24,2.34e-02,24,8.54e-03
66,4.16e-03,18,4.18e-03,18,2.15e-03
66,5.32e-03,22,2.82e-02,22,3.24e-02
66,6.96e-03,28,1.63e-01,28,1.74e-01
66,6.26e-03,26,6.06e-02,26,5.33e-02
66,2.46e-03,24,4.54e-02,24,1.11e-01
66,4.17e-03,20,1.18e-02,20,1.38e-02
66,5.01e-03,20,7.50e-03,20,1.49e-02
67,5.10e-03,25,6.66e-02,25,2.63e-02
67,5.96e-03,17,3.92e-03,17,4.34e-03
67,2.93e-03,23,3.48e-02,23,6.75e-02
67,5.01e-03,25,6.85e-02,25,9.13e-02
67,5.80e-03,23,5.39e-02,23,2.45e-02
67,5.39e-03,25,6.63e-02,25,3.28e-02
67,6.11e-03,19,9.65e-03,19,1.11e-02
67,6.70e-03,23,1.96e-02,23,2.40e-02
67,5.22e-03,21,1.96e-02,23,2.39e-02
67,5.41e-03,25,6.66e-02,25,4.84e-02
67,4.71e-03,25,1.09e-01,27,4.20e-02
68,4.34e-03,24,4.06e-02,28,1.67e-01
68,5.66e-03,22,3.74e-02,22,7.67e-02
68,5.17e-03,24,4.75e-02,24,2.36e-02
68,7.51e-03,26,1.51e-01,26,7.50e-02
68,2.65e-03,22,2.06e-02,26,4.26e-02
68,5.34e-03,24,5.41e-02,28,1.53e-01
68,4.56e-03,24,6.49e-02,26,4.51e-02
68,5.10e-03,22,1.33e-02,22,2.94e-02
68,5.25e-03,22,1.22e-02,22,4.90e-03
68,6.05e-03,26,6.52e-02,26,1.51e-01
68,5.07e-03,22,1.23e-02,22,8.16e-03
68,5.75e-03,24,4.16e-02,24,2.60e-02
68,4.62e-03,22,6.38e-03,22,2.41e-03
68,5.56e-03,22,5.31e-03,22,3.35e-03
68,5.96e-03,28,3.91e-01,30,2.00e-01
68,6.98e-03,18,2.62e-03,18,1.45e-03
68,1.55e-02,24,6.34e-02,24,5.26e-02
68,6.02e-03,20,8.38e-03,22,1.01e-02
69,4.29e-03,21,1.43e-02,21,6.45e-03
69,4.60e-03,21,9.94e-03,25,7.93e-03
69,4.25e-03,25,1.27e-01,25,4.62e-02
69,3.17e-03,27,1.25e-01,27,2.39e-01
69,5.85e-03,23,1.81e-02,23,2.43e-02
69,2.37e-03,23,4.98e-02,23,5.70e-02
69,5.84e-03,25,4.57e-02,25,5.67e-02
69,6.05e-03,17,2.63e-03,17,1.06e-03
69,5.23e-03,25,5.62e-02,25,2.43e-02
70,5.83e-03,24,1.26e-02,24,6.37e-03
70,4.95e-03,24,2.63e-02,24,2.37e-02
70,5.24e-03,24,2.63e-02,24,3.30e-02
70,6.05e-03,18,6.04e-03,18,7.95e-03
70,4.36e-03,24,3.39e-02,24,1.64e-02
70,6.40e-03,24,4.89e-02,26,5.45e-02
70,6.02e-03,20,6.23e-03,20,2.85e-02
70,6.13e-03,24,5.26e-02,26,7.58e-02
70,4.46e-03,24,2.05e-02,24,1.75e-02
70,5.33e-03,26,1.06e-01,26,3.17e-02
70,5.43e-03,24,2.31e-02,24,4.40e-02
70,9.54e-03,16,2.13e-03,16,1.35e-03
70,5.42e-03,22,1.74e-02,22,9.98e-03
70,3.59e-03,20,8.52e-03,20,9.29e-03
70,2.48e-03,26,6.91e-02,26,9.53e-03
71,5.94e-03,27,1.88e-01,29,2.33e-01
71,4.52e-03,25,8.70e-02,25,5.94e-02
71,1.73e-02,21,1.34e-02,21,1.04e-02
71,6.67e-03,21,1.94e-02,25,2.10e-02
71,2.44e-03,27,1.53e-01,27,6.66e-01
71,5.62e-03,17,4.62e-03,19,9.00e-03
71,2.56e-03,23,4.79e-02,25,6.33e-02
71,5.50e-03,23,3.09e-02,23,3.82e-02
72,4.77e-03,24,2.03e-02,24,3.55e-02
72,4.61e-03,24,5.18e-02,24,4.25e-02
72,2.92e-03,28,2.20e-01,30,7.33e-02
72,5.76e-03,20,2.21e-02,20,2.04e-02
72,5.29e-03,24,6.28e-02,24,1.75e-02
72,1.43e-02,22,2.11e-02,22,1.81e-02
72,2.61e-03,28,2.07e-01,28,1.13e-01
72,4.48e-03,24,5.19e-02,24,3.04e-02
72,2.44e-03,26,5.50e-02,26,8.62e-02
72,6.08e-03,18,1.75e-03,18,1.74e-03
72,6.60e-03,22,1.73e-02,22,2.49e-02
72,6.12e-03,20,8.82e-03,20,1.47e-02
72,5.99e-03,26,1.45e-01,26,6.38e-02
72,6.42e-03,24,2.76e-02,24,2.81e-02
72,4.60e-03,24,1.93e-02,24,3.64e-02
72,3.07e-03,26,6.55e-02,26,5.30e-02
73,5.82e-03,25,6.19e-02,25,4.06e-02
73,4.77e-03,25,3.52e-02,25,1.97e-02
73,5.48e-03,27,1.19e-01,29,6.73e-02
73,5.95e-03,21,1.10e-02,21,5.36e-03
73,5.75e-03,21,1.78e-02,21,2.25e-02
73,5.62e-03,25,9.36e-02,25,3.72e-02
73,6.43e-03,23,2.52e-02,23,5.79e-02
73,6.42e-03,23,3.04e-02,23,2.34e-02
73,5.78e-03,19,9.67e-03,19,1.73e-02
73,3.70e-03,23,3.97e-02,25,2.63e-02
73,6.31e-03,23,5.78e-02,23,3.88e-02
73,5.44e-03,23,1.54e-02,23,1.79e-02
73,6.30e-03,25,8.42e-02,25,3.93e-02
73,6.00e-03,23,3.06e-02,23,5.27e-02
73,5.99e-03,25,2.94e-02,25,2.91e-02
73,1.01e-02,17,4.71e-03,17,4.62e-03
73,5.89e-03,21,1.38e-02,21,2.92e-03
73,6.22e-03,21,2.00e-03,21,1.77e-03
73,6.25e-03,19,1.02e-03,19,1.04e-03
74,5.83e-03,24,4.64e-02,24,3.39e-02
74,5.63e-03,22,1.71e-02,22,3.94e-02
74,1.49e-02,24,7.33e-02,24,4.21e-02
74,6.65e-03,22,1.42e-02,22,6.42e-03
74,6.95e-03,22,9.69e-03,24,2.14e-02
74,5.28e-03,20,1.17e-02,20,2.35e-02
74,6.45e-03,22,1.55e-02,22,6.97e-03
74,5.35e-03,24,3.93e-02,28,6.27e-02
75,5.88e-03,25,4.46e-02,25,2.47e-02
75,6.51e-03,23,6.16e-02,25,4.91e-02
75,6.18e-03,19,5.60e-03,19,6.68e-03
75,6.03e-03,25,7.50e-02,25,4.35e-02
75,7.78e-03,25,9.62e-02,27,2.13e-01
75,6.78e-03,25,4.24e-02,25,2.72e-02
75,7.07e-03,17,1.82e-03,17,3.96e-03
75,3.16e-03,23,2.30e-02,23,1.08e-02
75,6.12e-03,25,7.61e-02,27,9.94e-02
75,3.48e-03,19,6.21e-03,19,5.04e-03
75,5.88e-03,19,5.49e-03,19,6.56e-03
75,5.40e-03,27,1.57e-01,27,2.30e-01
75,6.15e-03,25,1.17e-01,29,1.02e-01
75,5.89e-03,19,5.53e-03,19,6.50e-03
75,4.83e-03,23,3.20e-02,23,1.53e-02
75,6.26e-03,21,1.23e-02,21,1.04e-02
75,6.14e-03,25,7.70e-02,27,1.06e-01
75,3.66e-03,19,6.03e-03,19,5.99e-03
76,5.51e-03,20,8.19e-03,20,6.49e-03
76,7.06e-03,22,2.88e-02,22,5.27e-02
76,5.74e-03,24,2.83e-02,24,2.56e-02
76,6.46e-03,24,5.42e-02,24,2.19e-01
76,6.39e-03,24,7.41e-02,26,5.34e-02
76,7.10e-03,20,6.11e-03,20,6.90e-03
76,6.57e-03,24,2.94e-02,24,1.50e-02
76,6.35e-03,26,1.52e-01,28,1.50e-01
76,6.33e-03,26,1.56e-01,26,1.57e-01
76,5.07e-03,26,1.41e-01,28,7.01e-02
76,3.85e-03,26,2.03e-01,26,6.89e-02
76,6.33e-03,24,3.26e-02,24,1.36e-02
76,6.30e-03,22,2.22e-02,22,7.74e-02
76,6.48e-03,22,1.39e-02,22,3.39e-02
76,5.15e-03,24,4.21e-02,24,2.79e-02
77,5.29e-03,21,6.13e-03,21,3.37e-03
77,8.47e-03,21,2.75e-02,21,1.19e-02
77,6.38e-03,23,4.48e-02,23,4.30e-02
77,6.10e-03,21,1.62e-02,21,2.46e-02
77,6.14e-03,23,2.97e-02,25,3.58e-02
77,6.38e-03,27,1.45e-01,27,9.55e-02
77,8.45e-03,21,3.14e-03,21,5.43e-03
77,5.71e-03,15,6.61e-04,15,7.97e-04
77,6.34e-03,25,7.13e-02,27,4.34e-02
77,5.99e-03,25,7.87e-02,25,1.99e-02
77,5.55e-03,23,1.53e-02,23,1.19e-02
77,5.59e-03,21,4.51e-03,21,1.09e-02
78,6.33e-03,22,2.53e-02,24,1.71e-02
78,6.21e-03,22,2.11e-02,22,9.96e-03
78,6.70e-03,22,1.81e-03,22,2.22e-03
78,6.62e-03,24,3.45e-02,24,1.19e-02
78,6.38e-03,22,1.52e-02,22,1.04e-02
78,4.45e-03,24,2.13e-02,24,9.49e-03
78,6.38e-03,22,1.76e-02,22,2.24e-02
78,6.78e-03,28,3.70e-01,28,2.38e-01
78,5.29e-03,26,7.03e-02,26,2.57e-02
78,6.03e-03,18,3.36e-03,18,3.07e-03
78,4.55e-03,26,1.05e-01,26,4.40e-02
79,6.20e-03,19,4.24e-03,19,4.08e-03
79,6.57e-03,23,1.21e-02,23,8.80e-03
79,3.76e-03,25,6.41e-02,27,1.74e-01
79,6.59e-03,25,6.76e-02,25,1.72e-02
79,7.62e-03,27,1.87e-01,27,1.33e-01
80,6.31e-03,24,8.38e-03,24,1.27e-02
80,5.93e-03,26,8.18e-02,26,4.90e-02
80,1.60e-02,26,9.75e-02,26,1.86e-01
80,6.25e-03,22,1.07e-02,22,2.58e-02
81,6.63e-03,21,3.07e-02,23,1.41e-02
81,7.89e-03,25,9.83e-02,25,7.53e-02
81,6.47e-03,19,5.40e-03,19,9.72e-03
81,6.38e-03,25,6.51e-02,27,2.66e-02
82,6.67e-03,22,2.48e-02,22,1.01e-01
82,6.27e-03,26,1.23e-01,26,2.06e-01
82,6.57e-03,24,3.65e-02,24,8.49e-02
82,6.80e-03,14,1.35e-03,14,2.17e-03
82,5.95e-03,22,1.00e-02,22,5.58e-02
82,6.15e-03,22,1.16e-02,22,2.29e-02
82,6.93e-03,26,8.77e-02,28,1.59e-01
82,3.44e-03,18,3.63e-03,18,3.50e-03
82,5.49e-03,26,7.48e-02,26,1.80e-02
83,6.10e-03,23,4.02e-02,25,1.22e-02
83,6.65e-03,23,1.92e-02,23,3.16e-02
83,6.41e-03,27,1.69e-01,31,2.12e-01
83,6.25e-03,29,5.43e-01,29,2.03e-01
83,7.09e-03,27,1.98e-01,27,2.29e-01
83,5.76e-03,23,9.17e-03,23,9.97e-03
83,6.47e-03,27,1.93e-01,27,2.61e-01
83,6.63e-03,25,5.63e-02,25,4.32e-02
83,4.68e-03,23,2.78e-02,25,3.62e-02
83,7.43e-03,19,6.14e-03,19,3.54e-03
84,6.71e-03,28,1.83e-01,28,3.92e-01
84,8.22e-03,26,1.24e-01,28,1.23e-01
84,5.70e-03,24,3.98e-02,24,1.19e-02
84,7.16e-03,26,1.21e-01,28,1.20e-01
84,7.88e-03,18,6.72e-03,18,3.83e-03
84,1.03e-02,22,3.15e-02,24,5.33e-02
84,6.30e-03,24,3.82e-02,24,2.10e-02
84,7.62e-03,26,9.28e-02,28,7.38e-02
85,7.88e-03,25,6.65e-02,29,1.31e-01
85,7.02e-03,25,7.89e-02,25,2.66e-02
85,7.21e-03,25,8.89e-02,25,7.50e-02
86,4.99e-03,26,2.10e-02,26,2.99e-02
86,7.59e-03,24,3.60e-02,24,5.19e-02
86,1.71e-02,26,7.84e-02,26,3.86e-02
86,7.16e-03,28,2.92e-01,30,1.87e-01
86,6.16e-03,20,5.71e-03,20,3.96e-03
87,7.25e-03,21,1.04e-02,21,5.03e-02
88,6.73e-03,22,1.46e-02,24,2.38e-02
88,5.63e-03,26,7.13e-02,28,9.12e-02
88,8.77e-03,14,1.83e-03,14,4.16e-03
88,8.60e-03,20,1.64e-02,20,1.24e-02
88,6.27e-03,26,1.14e-01,26,7.95e-02
88,1.18e-02,22,3.61e-02,22,2.98e-02
88,6.13e-03,24,1.87e-02,24,2.65e-02
88,6.86e-03,24,9.12e-02,24,3.76e-02
88,8.60e-03,26,1.12e-01,26,4.82e-02
89,7.91e-03,21,9.76e-03,25,1.80e-02
89,1.01e-02,25,8.59e-02,25,8.01e-02
89,6.53e-03,25,8.48e-02,25,1.55e-01
89,6.76e-03,27,1.29e-01,27,8.02e-02
90,8.37e-03,22,3.67e-02,22,1.75e-02
90,6.76e-03,24,4.61e-02,24,3.72e-02
91,1.03e-02,23,5.10e-02,23,1.43e-01
91,6.90e-03,23,1.97e-02,25,1.54e-02
91,1.03e-02,23,6.11e-02,23,1.39e-01
92,7.71e-03,22,3.18e-02,22,2.64e-02
92,7.20e-03,24,8.19e-02,24,4.80e-02
92,8.30e-03,28,1.50e-01,28,4.13e-02
92,7.15e-03,18,5.41e-03,18,3.94e-03
92,7.48e-03,28,3.13e-01,28,2.75e-02
92,7.21e-03,22,2.11e-02,26,2.24e-02
92,6.55e-03,24,4.95e-02,26,4.09e-02
93,6.82e-03,21,1.06e-02,23,6.07e-03
93,7.27e-03,17,1.35e-03,17,1.35e-03
93,7.27e-03,19,8.47e-03,19,7.72e-03
93,8.08e-03,21,8.87e-03,21,4.67e-03
93,7.24e-03,23,2.00e-02,23,3.73e-03
94,9.19e-03,22,4.12e-02,24,7.24e-02
94,8.34e-03,26,1.46e-01,28,4.81e-02
94,1.10e-02,20,1.98e-03,20,2.80e-03
94,1.63e-02,22,1.15e-02,22,2.07e-02
95,8.10e-03,21,2.79e-02,21,1.09e-02
95,7.22e-03,21,2.06e-02,23,3.53e-02
95,8.24e-03,11,4.30e-04,11,4.09e-04
96,6.87e-03,26,5.11e-02,26,1.76e-02
96,7.41e-03,22,2.71e-02,22,3.99e-02
96,8.05e-03,26,7.73e-02,28,7.82e-02
96,1.17e-02,26,1.20e-01,26,3.54e-02
97,7.33e-03,21,1.80e-02,21,1.14e-02
97,7.44e-03,21,2.16e-02,21,1.73e-02
97,9.85e-03,19,1.23e-02,19,6.88e-03
97,8.39e-03,19,6.91e-03,19,9.59e-03
98,8.75e-03,22,1.86e-02,24,9.81e-03
98,7.21e-03,24,9.33e-02,26,1.24e-01
98,8.11e-03,24,5.25e-02,28,1.01e-01
98,9.08e-03,22,4.05e-02,22,3.26e-02
98,9.57e-03,16,2.35e-03,16,1.54e-03
99,9.02e-03,23,2.99e-02,23,2.10e-02
99,7.92e-03,23,1.84e-02,23,2.24e-02
99,1.95e-02,17,3.45e-03,17,2.03e-03
99,8.30e-03,21,9.15e-03,21,9.96e-02
100,1.70e-02,24,1.43e-02,24,2.31e-02
100,9.14e-03,20,1.12e-02,20,8.27e-03
101,8.49e-03,23,4.71e-02,25,7.08e-02
101,7.99e-03,25,5.00e-02,25,2.21e-02
101,7.72e-03,21,1.51e-02,21,4.27e-03
101,7.39e-03,23,4.22e-02,23,3.38e-02
102,8.45e-03,18,6.99e-03,20,1.19e-02
102,7.64e-03,28,2.83e-01,28,1.16e-01
102,9.98e-03,20,1.11e-02,20,1.11e-02
102,8.39e-03,22,2.56e-02,22,3.91e-02
102,8.51e-03,22,2.14e-02,22,1.74e-02
102,6.87e-03,24,2.91e-02,24,1.09e-02
102,9.78e-03,18,5.77e-03,18,7.61e-03
102,8.30e-03,28,1.95e-01,28,2.25e-01
102,9.31e-03,24,3.23e-02,24,1.58e-02
103,9.81e-03,19,1.23e-02,19,1.21e-02
103,9.52e-03,21,9.86e-03,21,1.14e-02
104,8.57e-03,22,1.40e-02,22,1.04e-02
104,9.37e-03,24,6.37e-02,24,2.22e-02
104,7.61e-03,24,4.48e-02,24,1.10e-02
104,8.67e-03,24,5.38e-02,24,3.14e-02
104,8.61e-03,20,1.01e-02,20,9.69e-03
104,1.02e-02,22,2.41e-02,24,1.10e-02
105,8.74e-03,23,2.02e-02,23,9.95e-03
105,8.89e-03,21,5.64e-03,21,1.84e-02
105,8.54e-03,25,8.94e-02,27,1.16e-01
105,8.27e-03,23,4.88e-02,23,1.02e-02
105,9.21e-03,21,1.55e-02,21,2.72e-02
105,8.78e-03,19,2.58e-03,19,4.85e-03
105,7.56e-03,25,9.92e-02,25,9.99e-02
106,1.24e-02,28,1.94e-01,30,1.09e-01
106,7.92e-03,26,1.06e-01,28,7.96e-02
106,1.14e-02,20,2.20e-02,20,3.44e-02
106,9.37e-03,26,8.98e-02,26,2.03e-01
106,9.31e-03,18,7.50e-03,22,1.19e-02
107,9.87e-03,21,2.89e-02,21,8.55e-03
107,8.63e-03,21,1.40e-02,23,4.02e-02
107,1.17e-02,19,1.28e-02,19,2.16e-02
107,9.61e-03,21,1.22e-02,21,5.27e-02
107,9.84e-03,21,1.61e-02,21,1.59e-02
107,9.44e-03,25,8.66e-02,29,6.80e-02
108,1.02e-02,22,1.43e-02,22,8.19e-03
108,8.69e-03,28,3.40e-01,28,1.61e-01
108,9.75e-03,24,4.22e-02,26,4.79e-02
108,9.57e-03,22,1.53e-02,22,4.51e-03
109,7.92e-03,21,1.24e-02,25,4.09e-02
109,1.05e-02,23,5.01e-02,25,3.77e-02
109,9.60e-03,23,1.12e-02,27,2.70e-02
109,7.29e-03,25,1.53e-01,25,3.66e-02
109,1.80e-02,23,3.76e-02,25,7.13e-02
110,1.01e-02,22,2.84e-02,22,3.69e-02
110,7.59e-03,26,1.39e-01,26,1.94e-01
110,1.95e-02,22,2.37e-02,22,4.22e-02
111,8.09e-03,23,3.57e-02,23,5.32e-02
112,1.08e-02,24,8.00e-02,24,4.12e-02
112,8.43e-03,20,1.51e-02,20,2.40e-02
112,1.01e-02,24,3.41e-02,24,2.83e-02
112,9.72e-03,26,9.76e-02,26,2.41e-02
113,8.06e-03,25,1.18e-01,29,2.92e-01
114,8.38e-03,26,1.71e-01,28,2.60e-01
114,8.07e-03,20,1.25e-02,20,1.12e-02
114,8.22e-03,20,9.78e-03,20,1.84e-02
114,8.64e-03,24,5.31e-02,28,8.91e-02
115,9.27e-03,25,1.17e-01,25,4.50e-02
115,7.65e-03,21,1.10e-02,21,9.71e-03
115,8.12e-03,25,1.08e-01,27,1.41e-01
115,9.95e-03,21,7.75e-03,21,5.42e-03
115,8.75e-03,23,6.21e-02,23,2.92e-02
116,8.21e-03,20,1.40e-02,24,2.89e-02
116,8.90e-03,22,1.42e-02,22,3.06e-02
116,8.10e-03,24,2.45e-02,24,5.07e-02
116,8.99e-03,26,1.09e-01,26,8.43e-02
116,8.98e-03,26,9.21e-02,28,5.99e-02
117,1.10e-02,25,6.09e-02,25,5.75e-02
117,8.17e-03,21,1.86e-02,21,1.94e-02
117,8.23e-03,25,7.76e-02,25,9.16e-02
117,9.26e-03,27,1.50e-01,29,1.06e-01
117,1.01e-02,23,2.05e-02,25,2.69e-02
118,1.01e-02,20,7.76e-03,20,1.64e-02
118,8.58e-03,22,2.47e-02,28,6.52e-02
118,8.58e-03,24,8.00e-02,24,6.06e-02
119,7.94e-03,23,1.92e-02,23,1.24e-02
120,8.46e-03,22,1.68e-02,22,1.16e-02
120,1.70e-02,26,1.42e-01,30,8.13e-02
120,8.44e-03,22,1.49e-02,22,5.44e-02
120,8.38e-03,24,6.62e-02,28,8.86e-02
120,8.46e-03,22,3.09e-02,26,1.15e-01
120,1.05e-02,22,1.47e-02,22,2.59e-02
121,8.34e-03,23,2.11e-02,25,2.39e-02
122,1.70e-02,20,9.38e-03,20,9.62e-03
122,8.07e-03,26,7.21e-02,26,3.23e-02
122,8.44e-03,24,7.41e-02,24,4.91e-02
123,8.47e-03,21,1.70e-02,27,1.08e-01
124,8.72e-03,26,7.33e-02,26,7.85e-02
124,8.96e-03,26,1.06e-01,26,7.58e-02
124,8.74e-03,26,2.02e-01,26,8.01e-02
126,9.05e-03,26,9.46e-02,28,1.14e-01
127,9.62e-03,23,4.05e-02,23,2.72e-02
127,8.66e-03,25,1.02e-01,25,3.83e-02
128,9.39e-03,26,4.49e-02,28,9.07e-02
128,1.81e-02,20,5.05e-03,20,7.61e-03
128,8.62e-03,24,2.17e-02,24,2.89e-02
131,8.24e-03,19,7.51e-03,19,1.33e-02
133,8.82e-03,27,5.01e-02,27,2.82e-02
133,8.32e-03,25,1.11e-01,25,1.22e-01
133,1.92e-02,23,3.90e-02,29,6.34e-02
135,8.71e-03,23,7.78e-03,23,7.15e-03
138,8.56e-03,20,7.15e-03,20,3.44e-03
138,9.88e-03,18,4.89e-03,18,3.30e-03
139,9.08e-03,25,1.26e-01,25,4.32e-02
140,9.05e-03,24,3.80e-02,26,5.72e-02
141,1.08e-02,23,3.34e-02,25,3.96e-02
142,8.93e-03,24,5.71e-02,30,1.88e-01
142,1.04e-02,24,7.21e-02,24,3.98e-02
142,8.42e-03,22,1.09e-02,22,8.27e-03
142,8.70e-03,26,8.60e-02,28,2.93e-01
143,8.69e-03,27,1.78e-01,27,1.89e-01
143,9.89e-03,21,7.36e-03,21,2.90e-02
146,1.09e-02,20,1.14e-02,24,1.66e-02
147,1.00e-02,27,7.32e-02,27,1.02e-01
147,1.11e-02,21,1.37e-02,23,2.04e-02
147,8.94e-03,27,1.66e-01,27,7.89e-02
148,1.11e-02,24,4.54e-02,24,4.57e-02
148,8.96e-03,26,1.04e-01,26,4.10e-02
149,1.03e-02,25,7.87e-02,25,4.20e-02
153,1.05e-02,23,2.57e-02,23,9.32e-02
153,1.12e-02,25,1.35e-01,25,3.43e-02
154,1.12e-02,24,5.71e-02,26,4.97e-02
155,1.07e-02,27,1.35e-01,27,9.80e-02
157,1.22e-02,25,1.40e-01,25,5.22e-02
157,2.01e-02,23,2.10e-02,23,7.23e-02
158,1.10e-02,28,3.35e-01,28,1.49e-01
158,1.14e-02,24,4.60e-02,24,1.10e-02
158,1.11e-02,24,2.90e-02,24,1.60e-02
160,1.10e-02,26,1.48e-01,26,1.23e-01
162,1.15e-02,26,1.40e-01,26,5.81e-02
165,1.16e-02,29,5.98e-01,29,2.84e-01
169,1.19e-02,27,2.02e-01,29,1.95e-01
